MSH|^~\&|OERDB|QTE|NEON||201410241952||MFN^OT|01|P|2.3
QTE^10124F^Jan  1 1900 12:00AM^TETERBORO^86141^L^50.00
QTE^P40023^Jan  1 1900 12:00AM^TETERBORO^86003^L^871.73
QTE^P40024^Jan  1 1900 12:00AM^TETERBORO^80074^L^1119.72
QTE^P40026^Jan  1 1900 12:00AM^TETERBORO^81401^L^2838.18
QTE^P40027^Jan  1 1900 12:00AM^TETERBORO^80061^L^472.71
QTE^P40028^Jan  1 1900 12:00AM^TETERBORO^81401^L^5515.51
QTE^P40030^Jan  1 1900 12:00AM^TETERBORO^82947^L^921.97
QTE^P40032^Jan  1 1900 12:00AM^TETERBORO^80061^L^442.77
QTE^P40033^Jan  1 1900 12:00AM^TETERBORO^84443^L^670.38
QTE^P40034^Jan  1 1900 12:00AM^TETERBORO^80061^L^1506.82
QTE^P40039^Jan  1 1900 12:00AM^TETERBORO^85025^L^532.75
QTE^P40040^Jan  1 1900 12:00AM^TETERBORO^82306^L^2374.22
QTE^P40041^Jan  1 1900 12:00AM^TETERBORO^87491^L^399.22
QTE^P40043^Jan  1 1900 12:00AM^TETERBORO^82306^L^1451.13
QTE^P40044^Jan  1 1900 12:00AM^TETERBORO^84436^L^1175.43
QTE^P40045^Jan  1 1900 12:00AM^TETERBORO^81401^L^4258.36
QTE^P40046^Jan  1 1900 12:00AM^TETERBORO^G0431^L^425.41
QTE^P40047^Jan  1 1900 12:00AM^TETERBORO^81401^L^2353.32
QTE^P40049^Jan  1 1900 12:00AM^TETERBORO^80061^L^1122.86
QTE^P40050^Jan  1 1900 12:00AM^TETERBORO^82306^L^1914.31
QTE^P40051^Jan  1 1900 12:00AM^TETERBORO^80061^L^1448.56
QTE^P40052^Jan  1 1900 12:00AM^TETERBORO^82728^L^300.72
QTE^P40053^Jan  1 1900 12:00AM^TETERBORO^82947^L^934.15
QTE^P40054^Jan  1 1900 12:00AM^TETERBORO^84439^L^1408.53
QTE^P40056^Jan  1 1900 12:00AM^TETERBORO^82105^L^1935.92
QTE^P40057^Jan  1 1900 12:00AM^TETERBORO^82306^L^812.62
QTE^P40058^Jan  1 1900 12:00AM^TETERBORO^84439^L^908.07
QTE^P40059^Jan  1 1900 12:00AM^TETERBORO^84436^L^813.35
QTE^P40060^Jan  1 1900 12:00AM^TETERBORO^G0431^L^877.99
QTE^P40067^Jan  1 1900 12:00AM^TETERBORO^82306^L^1635.38
QTE^P40068^Jan  1 1900 12:00AM^TETERBORO^85025^L^481.79
QTE^P40069^Jan  1 1900 12:00AM^TETERBORO^83036^L^155.19
QTE^P40070^Jan  1 1900 12:00AM^TETERBORO^84439^L^605.94
QTE^P40071^Jan  1 1900 12:00AM^TETERBORO^85025^L^588.60
QTE^P40072^Jan  1 1900 12:00AM^TETERBORO^84436^L^1370.47
QTE^P40075^Jan  1 1900 12:00AM^TETERBORO^86003^L^552.65
QTE^P40077^Jan  1 1900 12:00AM^TETERBORO^85025^L^730.41
QTE^P40078^Jan  1 1900 12:00AM^TETERBORO^84443^L^2663.13
QTE^P40081^Jan  1 1900 12:00AM^TETERBORO^85307^L^1163.18
QTE^P40082^Jan  1 1900 12:00AM^TETERBORO^83090^F^608.24
QTE^P40083^Jan  1 1900 12:00AM^TETERBORO^85025^L^462.42
QTE^P40084^Jan  1 1900 12:00AM^TETERBORO^80061^L^1039.41
QTE^P40087^Jan  1 1900 12:00AM^TETERBORO^85730^L^927.09
QTE^P40088^Jan  1 1900 12:00AM^TETERBORO^84439^L^2479.42
QTE^P40089^Jan  1 1900 12:00AM^TETERBORO^82306^L^2722.73
QTE^P40090^Jan  1 1900 12:00AM^TETERBORO^80061^L^967.95
QTE^P40094^Jan  1 1900 12:00AM^TETERBORO^G0431^L^630.91
QTE^P40095^Jan  1 1900 12:00AM^TETERBORO^87491^L^1068.09
QTE^P40097^Jan  1 1900 12:00AM^TETERBORO^80061^L^613.91
QTE^P40098^Jan  1 1900 12:00AM^TETERBORO^87491^L^870.81
QTE^P401^Jan  1 1900 12:00AM^TETERBORO^85025^L^77.14
QTE^P4010^Jan  1 1900 12:00AM^TETERBORO^82465^L^246.55
QTE^P40100^Jan  1 1900 12:00AM^TETERBORO^80061^L^1095.44
QTE^P40102^Jan  1 1900 12:00AM^TETERBORO^84702^B^1230.10
QTE^P40103^Jan  1 1900 12:00AM^TETERBORO^80074^L^2555.12
QTE^P40105^Jan  1 1900 12:00AM^TETERBORO^80074^L^2938.12
QTE^P40106^Jan  1 1900 12:00AM^TETERBORO^84702^B^322.59
QTE^P40107^Jan  1 1900 12:00AM^TETERBORO^82306^L^662.77
QTE^P40108^Jan  1 1900 12:00AM^TETERBORO^84439^L^1343.35
QTE^P40109^Jan  1 1900 12:00AM^TETERBORO^80061^L^954.53
QTE^P40110^Jan  1 1900 12:00AM^TETERBORO^80074^L^900.07
QTE^P40111^Jan  1 1900 12:00AM^TETERBORO^82306^L^1382.20
QTE^P40112^Jan  1 1900 12:00AM^TETERBORO^81401^L^9229.89
QTE^P40114^Jan  1 1900 12:00AM^TETERBORO^84436^L^753.97
QTE^P40115^Jan  1 1900 12:00AM^TETERBORO^G0431^L^976.50
QTE^P40116^Jan  1 1900 12:00AM^TETERBORO^G0431^L^944.18
QTE^P40117^Jan  1 1900 12:00AM^TETERBORO^86003^L^306.87
QTE^P40118^Jan  1 1900 12:00AM^TETERBORO^84439^L^791.22
QTE^P40119^Jan  1 1900 12:00AM^TETERBORO^86003^L^1469.43
QTE^P40121^Jan  1 1900 12:00AM^TETERBORO^85610^L^228.74
QTE^P40122^Jan  1 1900 12:00AM^TETERBORO^82306^L^717.57
QTE^P40123^Jan  1 1900 12:00AM^TETERBORO^80061^L^2425.46
QTE^P40124^Jan  1 1900 12:00AM^TETERBORO^86003^L^766.11
QTE^P40125^Jan  1 1900 12:00AM^TETERBORO^86003^L^256.68
QTE^P40126^Jan  1 1900 12:00AM^TETERBORO^86003^L^750.02
QTE^P40127^Jan  1 1900 12:00AM^TETERBORO^86003^L^314.59
QTE^P40128^Jan  1 1900 12:00AM^TETERBORO^86003^L^240.41
QTE^P40129^Jan  1 1900 12:00AM^TETERBORO^86003^L^240.82
QTE^P40130^Jan  1 1900 12:00AM^TETERBORO^86003^L^174.77
QTE^P40131^Jan  1 1900 12:00AM^TETERBORO^86003^L^201.18
QTE^P40132^Jan  1 1900 12:00AM^TETERBORO^85025^L^544.79
QTE^P40133^Jan  1 1900 12:00AM^TETERBORO^80074^L^915.96
QTE^P40135^Jan  1 1900 12:00AM^TETERBORO^85025^L^1746.06
QTE^P40136^Jan  1 1900 12:00AM^TETERBORO^84443^L^889.32
QTE^P40137^Jan  1 1900 12:00AM^TETERBORO^86003^L^652.79
QTE^P40138^Jan  1 1900 12:00AM^TETERBORO^86003^L^732.43
QTE^P40139^Jan  1 1900 12:00AM^TETERBORO^86003^L^699.09
QTE^P4014^Jan  1 1900 12:00AM^TETERBORO^82465^L^278.13
QTE^P40140^Jan  1 1900 12:00AM^TETERBORO^82306^L^1249.86
QTE^P40141^Jan  1 1900 12:00AM^TETERBORO^86003^L^781.53
QTE^P40142^Jan  1 1900 12:00AM^TETERBORO^86003^L^902.82
QTE^P40143^Jan  1 1900 12:00AM^TETERBORO^80061^L^867.80
QTE^P40144^Jan  1 1900 12:00AM^TETERBORO^G0431^L^762.47
QTE^P40145^Jan  1 1900 12:00AM^TETERBORO^80061^L^848.65
QTE^P40146^Jan  1 1900 12:00AM^TETERBORO^81401^L^3123.14
QTE^P40147^Jan  1 1900 12:00AM^TETERBORO^80061^L^207.30
QTE^P40148^Jan  1 1900 12:00AM^TETERBORO^85025^L^521.57
QTE^P40150^Jan  1 1900 12:00AM^TETERBORO^84436^L^718.63
QTE^P40152^Jan  1 1900 12:00AM^TETERBORO^80061^L^457.76
QTE^P40154^Jan  1 1900 12:00AM^TETERBORO^85025^L^784.45
QTE^P40155^Jan  1 1900 12:00AM^TETERBORO^81401^L^5685.04
QTE^P40156^Jan  1 1900 12:00AM^TETERBORO^84436^L^705.26
QTE^P40157^Jan  1 1900 12:00AM^TETERBORO^81401^L^8428.95
QTE^P40158^Jan  1 1900 12:00AM^TETERBORO^82465^L^1455.37
QTE^P40159^Jan  1 1900 12:00AM^TETERBORO^87491^L^1311.90
QTE^P40162^Jan  1 1900 12:00AM^TETERBORO^82728^L^579.91
QTE^P40163^Jan  1 1900 12:00AM^TETERBORO^85025^L^125.37
QTE^P40164^Jan  1 1900 12:00AM^TETERBORO^80061^L^1122.01
QTE^P40166^Jan  1 1900 12:00AM^TETERBORO^82947^L^366.58
QTE^P40167^Jan  1 1900 12:00AM^TETERBORO^87491^L^1804.79
QTE^P40174^Jan  1 1900 12:00AM^TETERBORO^84443^L^1017.58
QTE^P40175^Jan  1 1900 12:00AM^TETERBORO^84439^L^2484.16
QTE^P40176^Jan  1 1900 12:00AM^TETERBORO^82306^L^1439.86
QTE^P40177^Jan  1 1900 12:00AM^TETERBORO^82306^L^1740.63
QTE^P40179^Jan  1 1900 12:00AM^TETERBORO^81401^L^3243.98
QTE^P40182^Jan  1 1900 12:00AM^TETERBORO^87491^L^273.64
QTE^P40183^Jan  1 1900 12:00AM^TETERBORO^87491^L^429.64
QTE^P40184^Jan  1 1900 12:00AM^TETERBORO^87491^L^685.86
QTE^P40185^Jan  1 1900 12:00AM^TETERBORO^84439^L^1363.36
QTE^P40187^Jan  1 1900 12:00AM^TETERBORO^82947^L^1306.39
QTE^P40188^Jan  1 1900 12:00AM^TETERBORO^85027^L^726.20
QTE^P40189^Jan  1 1900 12:00AM^TETERBORO^82728^L^665.18
QTE^P40190^Jan  1 1900 12:00AM^TETERBORO^82465^L^1131.03
QTE^P40191^Jan  1 1900 12:00AM^TETERBORO^81401^L^6042.44
QTE^P40193^Jan  1 1900 12:00AM^TETERBORO^84439^L^918.09
QTE^P40194^Jan  1 1900 12:00AM^TETERBORO^85307^L^2260.87
QTE^P40198^Jan  1 1900 12:00AM^TETERBORO^84436^L^678.77
QTE^P40199^Jan  1 1900 12:00AM^TETERBORO^80074^L^1066.48
QTE^P4020^Jan  1 1900 12:00AM^TETERBORO^80061^L^108.21
QTE^P40202^Jan  1 1900 12:00AM^TETERBORO^82728^L^489.39
QTE^P40203^Jan  1 1900 12:00AM^TETERBORO^84439^L^889.66
QTE^P40208^Jan  1 1900 12:00AM^TETERBORO^82306^L^1261.93
QTE^P40211^Jan  1 1900 12:00AM^TETERBORO^85025^L^556.97
QTE^P40212^Jan  1 1900 12:00AM^TETERBORO^85610^L^1343.77
QTE^P40213^Jan  1 1900 12:00AM^TETERBORO^83036^L^2258.13
QTE^P40214^Jan  1 1900 12:00AM^TETERBORO^85730^L^919.62
QTE^P40216^Jan  1 1900 12:00AM^TETERBORO^82306^L^2153.25
QTE^P40217^Jan  1 1900 12:00AM^TETERBORO^82523^L^623.62
QTE^P40218^Jan  1 1900 12:00AM^TETERBORO^80074^L^2417.88
QTE^P40220^Jan  1 1900 12:00AM^TETERBORO^87086^L^421.62
QTE^P40221^Jan  1 1900 12:00AM^TETERBORO^87491^L^440.21
QTE^P40222^Jan  1 1900 12:00AM^TETERBORO^82306^L^1892.04
QTE^P40223^Jan  1 1900 12:00AM^TETERBORO^G0431^L^1154.54
QTE^P40226^Jan  1 1900 12:00AM^TETERBORO^80061^L^2382.06
QTE^P40228^Jan  1 1900 12:00AM^TETERBORO^80061^L^5406.37
QTE^P40229^Jan  1 1900 12:00AM^TETERBORO^80061^L^1241.46
QTE^P40230^Jan  1 1900 12:00AM^TETERBORO^87591^L^303.39
QTE^P40231^Jan  1 1900 12:00AM^TETERBORO^87491^L^429.23
QTE^P40232^Jan  1 1900 12:00AM^TETERBORO^84443^L^485.77
QTE^P40235^Jan  1 1900 12:00AM^TETERBORO^84443^L^1104.69
QTE^P40236^Jan  1 1900 12:00AM^TETERBORO^80061^L^818.33
QTE^P40240^Jan  1 1900 12:00AM^TETERBORO^80061^L^1054.06
QTE^P40241^Jan  1 1900 12:00AM^TETERBORO^80061^L^911.02
QTE^P40242^Jan  1 1900 12:00AM^TETERBORO^81401^L^2968.51
QTE^P40243^Jan  1 1900 12:00AM^TETERBORO^82306^L^1250.78
QTE^P40245^Jan  1 1900 12:00AM^TETERBORO^84443^L^1227.78
QTE^P40246^Jan  1 1900 12:00AM^TETERBORO^87798^L^1579.36
QTE^P40248^Jan  1 1900 12:00AM^TETERBORO^80061^L^444.88
QTE^P40250^Jan  1 1900 12:00AM^TETERBORO^81401^L^4192.72
QTE^P40251^Jan  1 1900 12:00AM^TETERBORO^85014^L^1210.80
QTE^P40252^Jan  1 1900 12:00AM^TETERBORO^83036^L^2245.35
QTE^P40253^Jan  1 1900 12:00AM^TETERBORO^82947^L^387.37
QTE^P40255^Jan  1 1900 12:00AM^TETERBORO^85025^L^497.36
QTE^P40256^Jan  1 1900 12:00AM^TETERBORO^84439^L^2476.23
QTE^P40257^Jan  1 1900 12:00AM^TETERBORO^84439^L^1700.12
QTE^P40258^Jan  1 1900 12:00AM^TETERBORO^80074^L^2359.59
QTE^P40259^Jan  1 1900 12:00AM^TETERBORO^84443^L^825.49
QTE^P40260^Jan  1 1900 12:00AM^TETERBORO^84443^L^782.27
QTE^P40261^Jan  1 1900 12:00AM^TETERBORO^84443^L^845.83
QTE^P40262^Jan  1 1900 12:00AM^TETERBORO^80074^L^1002.54
QTE^P40263^Jan  1 1900 12:00AM^TETERBORO^84439^L^2268.00
QTE^P40264^Jan  1 1900 12:00AM^TETERBORO^84702^B^745.11
QTE^P40266^Jan  1 1900 12:00AM^TETERBORO^84436^L^781.07
QTE^P40267^Jan  1 1900 12:00AM^TETERBORO^87491^L^1099.51
QTE^P40269^Jan  1 1900 12:00AM^TETERBORO^81401^L^3253.79
QTE^P40270^Jan  1 1900 12:00AM^TETERBORO^G0431^L^1163.92
QTE^P40271^Jan  1 1900 12:00AM^TETERBORO^84702^B^321.21
QTE^P40272^Jan  1 1900 12:00AM^TETERBORO^82105^L^384.24
QTE^P40273^Jan  1 1900 12:00AM^TETERBORO^81401^L^4920.50
QTE^P40274^Jan  1 1900 12:00AM^TETERBORO^84443^L^1303.11
QTE^P40275^Jan  1 1900 12:00AM^TETERBORO^80061^L^1137.75
QTE^P40277^Jan  1 1900 12:00AM^TETERBORO^84443^L^1157.93
QTE^P40278^Jan  1 1900 12:00AM^TETERBORO^86003^L^241.69
QTE^P40281^Jan  1 1900 12:00AM^TETERBORO^82728^L^1080.93
QTE^P40282^Jan  1 1900 12:00AM^TETERBORO^84702^B^2351.63
QTE^P40283^Jan  1 1900 12:00AM^TETERBORO^82105^L^1601.18
QTE^P40284^Jan  1 1900 12:00AM^TETERBORO^84439^L^1128.32
QTE^P40285^Jan  1 1900 12:00AM^TETERBORO^86701^L^166.40
QTE^P40286^Jan  1 1900 12:00AM^TETERBORO^82465^L^769.01
QTE^P40287^Jan  1 1900 12:00AM^TETERBORO^80061^L^862.30
QTE^P40290^Jan  1 1900 12:00AM^TETERBORO^81401^L^3407.77
QTE^P40291^Jan  1 1900 12:00AM^TETERBORO^82306^L^2418.12
QTE^P40293^Jan  1 1900 12:00AM^TETERBORO^85025^L^115.56
QTE^P40294^Jan  1 1900 12:00AM^TETERBORO^82306^L^701.17
QTE^P40295^Jan  1 1900 12:00AM^TETERBORO^82105^L^2264.15
QTE^P40296^Jan  1 1900 12:00AM^TETERBORO^83036^L^527.84
QTE^P40297^Jan  1 1900 12:00AM^TETERBORO^85025^L^1493.99
QTE^P40298^Jan  1 1900 12:00AM^TETERBORO^85610^L^2624.31
QTE^P403^Jan  1 1900 12:00AM^TETERBORO^84702^B^200.80
QTE^P40300^Jan  1 1900 12:00AM^TETERBORO^85025^L^1050.63
QTE^P40301^Jan  1 1900 12:00AM^TETERBORO^86003^L^314.59
QTE^P40303^Jan  1 1900 12:00AM^TETERBORO^83036^L^1490.26
QTE^P40304^Jan  1 1900 12:00AM^TETERBORO^84443^L^1195.46
QTE^P40305^Jan  1 1900 12:00AM^TETERBORO^85025^L^457.29
QTE^P40307^Jan  1 1900 12:00AM^TETERBORO^82947^L^1573.96
QTE^P40310^Jan  1 1900 12:00AM^TETERBORO^86003^L^337.67
QTE^P40311^Jan  1 1900 12:00AM^TETERBORO^86003^L^460.22
QTE^P40312^Jan  1 1900 12:00AM^TETERBORO^86003^L^471.57
QTE^P40313^Jan  1 1900 12:00AM^TETERBORO^86003^L^191.93
QTE^P40314^Jan  1 1900 12:00AM^TETERBORO^86003^L^261.84
QTE^P40315^Jan  1 1900 12:00AM^TETERBORO^86003^L^257.98
QTE^P40316^Jan  1 1900 12:00AM^TETERBORO^86003^L^149.26
QTE^P40317^Jan  1 1900 12:00AM^TETERBORO^86003^L^320.17
QTE^P40318^Jan  1 1900 12:00AM^TETERBORO^84443^L^2414.97
QTE^P40319^Jan  1 1900 12:00AM^TETERBORO^84443^L^836.74
QTE^P40320^Jan  1 1900 12:00AM^TETERBORO^84443^L^568.13
QTE^P40321^Jan  1 1900 12:00AM^TETERBORO^83036^L^1114.45
QTE^P40322^Jan  1 1900 12:00AM^TETERBORO^83036^L^2084.23
QTE^P40325^Jan  1 1900 12:00AM^TETERBORO^82105^L^1012.92
QTE^P40327^Jan  1 1900 12:00AM^TETERBORO^80061^L^544.23
QTE^P40330^Jan  1 1900 12:00AM^TETERBORO^87798^L^832.12
QTE^P40331^Jan  1 1900 12:00AM^TETERBORO^80061^L^609.93
QTE^P40333^Jan  1 1900 12:00AM^TETERBORO^85014^L^805.43
QTE^P40339^Jan  1 1900 12:00AM^TETERBORO^86003^L^371.43
QTE^P40341^Jan  1 1900 12:00AM^TETERBORO^80061^L^1054.74
QTE^P40343^Jan  1 1900 12:00AM^TETERBORO^81401^L^8339.41
QTE^P40345^Jan  1 1900 12:00AM^TETERBORO^80061^L^931.64
QTE^P40346^Jan  1 1900 12:00AM^TETERBORO^80061^L^742.84
QTE^P40347^Jan  1 1900 12:00AM^TETERBORO^87491^L^427.87
QTE^P40349^Jan  1 1900 12:00AM^TETERBORO^85025^L^297.92
QTE^P40350^Jan  1 1900 12:00AM^TETERBORO^84439^L^405.67
QTE^P40351^Jan  1 1900 12:00AM^TETERBORO^80061^L^1442.72
QTE^P40352^Jan  1 1900 12:00AM^TETERBORO^80061^L^993.79
QTE^P40353^Jan  1 1900 12:00AM^TETERBORO^80061^L^788.06
QTE^P40354^Jan  1 1900 12:00AM^TETERBORO^82105^L^1712.48
QTE^P40355^Jan  1 1900 12:00AM^TETERBORO^80061^L^493.16
QTE^P40356^Jan  1 1900 12:00AM^TETERBORO^87491^L^1192.70
QTE^P40357^Jan  1 1900 12:00AM^TETERBORO^82728^L^676.18
QTE^P40358^Jan  1 1900 12:00AM^TETERBORO^82306^L^698.83
QTE^P40360^Jan  1 1900 12:00AM^TETERBORO^87491^L^688.06
QTE^P40361^Jan  1 1900 12:00AM^TETERBORO^86003^L^985.50
QTE^P40362^Jan  1 1900 12:00AM^TETERBORO^86003^L^549.42
QTE^P40363^Jan  1 1900 12:00AM^TETERBORO^86003^L^391.26
QTE^P40364^Jan  1 1900 12:00AM^TETERBORO^86003^L^482.21
QTE^P40365^Jan  1 1900 12:00AM^TETERBORO^86003^L^1060.66
QTE^P40367^Jan  1 1900 12:00AM^TETERBORO^80061^L^761.20
QTE^P40368^Jan  1 1900 12:00AM^TETERBORO^82306^L^1459.44
QTE^P40370^Jan  1 1900 12:00AM^TETERBORO^84443^L^3108.83
QTE^P40372^Jan  1 1900 12:00AM^TETERBORO^85025^L^805.58
QTE^P40374^Jan  1 1900 12:00AM^TETERBORO^85025^L^2197.91
QTE^P40375^Jan  1 1900 12:00AM^TETERBORO^84436^L^1745.90
QTE^P40377^Jan  1 1900 12:00AM^TETERBORO^81401^L^3188.11
QTE^P40378^Jan  1 1900 12:00AM^TETERBORO^85025^L^521.92
QTE^P40379^Jan  1 1900 12:00AM^TETERBORO^85025^L^645.06
QTE^P40380^Jan  1 1900 12:00AM^TETERBORO^80061^L^692.52
QTE^P40381^Jan  1 1900 12:00AM^TETERBORO^80061^L^2712.86
QTE^P40382^Jan  1 1900 12:00AM^TETERBORO^80061^L^1126.65
QTE^P40383^Jan  1 1900 12:00AM^TETERBORO^80061^L^622.25
QTE^P40384^Jan  1 1900 12:00AM^TETERBORO^80061^L^219.69
QTE^P40385^Jan  1 1900 12:00AM^TETERBORO^80061^L^1258.61
QTE^P40386^Jan  1 1900 12:00AM^TETERBORO^80061^L^754.21
QTE^P40387^Jan  1 1900 12:00AM^TETERBORO^80061^L^3841.26
QTE^P40388^Jan  1 1900 12:00AM^TETERBORO^80061^L^1384.78
QTE^P40389^Jan  1 1900 12:00AM^TETERBORO^80061^L^245.69
QTE^P40390^Jan  1 1900 12:00AM^TETERBORO^80074^L^868.28
QTE^P40392^Jan  1 1900 12:00AM^TETERBORO^85025^L^1276.69
QTE^P40394^Jan  1 1900 12:00AM^TETERBORO^84439^L^1722.53
QTE^P40395^Jan  1 1900 12:00AM^TETERBORO^87491^L^1266.25
QTE^P40396^Jan  1 1900 12:00AM^TETERBORO^84439^L^1363.06
QTE^P40397^Jan  1 1900 12:00AM^TETERBORO^84439^L^1511.08
QTE^P40399^Jan  1 1900 12:00AM^TETERBORO^80061^L^1932.82
QTE^P404^Jan  1 1900 12:00AM^TETERBORO^82947^L^113.01
QTE^P40400^Jan  1 1900 12:00AM^TETERBORO^80061^L^1006.18
QTE^P40401^Jan  1 1900 12:00AM^TETERBORO^80061^L^577.87
QTE^P40402^Jan  1 1900 12:00AM^TETERBORO^80061^L^2851.18
QTE^P40403^Jan  1 1900 12:00AM^TETERBORO^80061^L^649.08
QTE^P40404^Jan  1 1900 12:00AM^TETERBORO^80061^L^1271.75
QTE^P40405^Jan  1 1900 12:00AM^TETERBORO^80061^L^3319.72
QTE^P40406^Jan  1 1900 12:00AM^TETERBORO^80061^L^721.72
QTE^P40407^Jan  1 1900 12:00AM^TETERBORO^80061^L^876.68
QTE^P40408^Jan  1 1900 12:00AM^TETERBORO^80061^L^2565.64
QTE^P40410^Jan  1 1900 12:00AM^TETERBORO^87491^L^1217.59
QTE^P40411^Jan  1 1900 12:00AM^TETERBORO^80061^L^986.75
QTE^P40412^Jan  1 1900 12:00AM^TETERBORO^80061^L^909.03
QTE^P40413^Jan  1 1900 12:00AM^TETERBORO^80061^L^617.80
QTE^P40414^Jan  1 1900 12:00AM^TETERBORO^87798^L^1784.67
QTE^P40415^Jan  1 1900 12:00AM^TETERBORO^80061^L^1590.16
QTE^P40416^Jan  1 1900 12:00AM^TETERBORO^80061^L^466.16
QTE^P40417^Jan  1 1900 12:00AM^TETERBORO^80061^L^1633.64
QTE^P40418^Jan  1 1900 12:00AM^TETERBORO^80061^L^762.64
QTE^P40419^Jan  1 1900 12:00AM^TETERBORO^80061^L^1816.04
QTE^P40420^Jan  1 1900 12:00AM^TETERBORO^80061^L^539.04
QTE^P40421^Jan  1 1900 12:00AM^TETERBORO^80061^L^1514.04
QTE^P40422^Jan  1 1900 12:00AM^TETERBORO^80061^L^643.04
QTE^P40423^Jan  1 1900 12:00AM^TETERBORO^80061^L^236.24
QTE^P40424^Jan  1 1900 12:00AM^TETERBORO^80061^L^418.40
QTE^P40425^Jan  1 1900 12:00AM^TETERBORO^80061^L^2369.36
QTE^P40426^Jan  1 1900 12:00AM^TETERBORO^80061^L^577.36
QTE^P40427^Jan  1 1900 12:00AM^TETERBORO^81401^L^1866.00
QTE^P40428^Jan  1 1900 12:00AM^TETERBORO^80061^L^2880.92
QTE^P40429^Jan  1 1900 12:00AM^TETERBORO^80061^L^1107.92
QTE^P40433^Jan  1 1900 12:00AM^TETERBORO^85025^L^335.44
QTE^P40434^Jan  1 1900 12:00AM^TETERBORO^80061^L^866.64
QTE^P40435^Jan  1 1900 12:00AM^TETERBORO^80061^L^336.24
QTE^P40436^Jan  1 1900 12:00AM^TETERBORO^80061^L^546.32
QTE^P40437^Jan  1 1900 12:00AM^TETERBORO^82728^L^372.80
QTE^P40440^Jan  1 1900 12:00AM^TETERBORO^85025^L^276.18
QTE^P40441^Jan  1 1900 12:00AM^TETERBORO^86141^L^146.70
QTE^P40442^Jan  1 1900 12:00AM^TETERBORO^G0431^L^999.41
QTE^P40443^Jan  1 1900 12:00AM^TETERBORO^G0434^L^213.37
QTE^P40444^Jan  1 1900 12:00AM^TETERBORO^G0434^L^476.49
QTE^P40445^Jan  1 1900 12:00AM^TETERBORO^81401^L^4628.39
QTE^P40446^Jan  1 1900 12:00AM^TETERBORO^82728^L^878.41
QTE^P40447^Jan  1 1900 12:00AM^TETERBORO^80061^L^565.97
QTE^P40448^Jan  1 1900 12:00AM^TETERBORO^87798^L^2739.74
QTE^P40449^Jan  1 1900 12:00AM^TETERBORO^87798^L^1309.46
QTE^P40455^Jan  1 1900 12:00AM^TETERBORO^82306^L^1622.81
QTE^P40456^Jan  1 1900 12:00AM^TETERBORO^85014^L^1249.11
QTE^P40458^Jan  1 1900 12:00AM^TETERBORO^82306^L^957.73
QTE^P40459^Jan  1 1900 12:00AM^TETERBORO^81401^L^1055.48
QTE^P40461^Jan  1 1900 12:00AM^TETERBORO^82977^L^399.57
QTE^P40463^Jan  1 1900 12:00AM^TETERBORO^87798^L^1327.39
QTE^P40464^Jan  1 1900 12:00AM^TETERBORO^80061^L^857.47
QTE^P40466^Jan  1 1900 12:00AM^TETERBORO^84436^L^1097.00
QTE^P40467^Jan  1 1900 12:00AM^TETERBORO^87491^L^2326.44
QTE^P40468^Jan  1 1900 12:00AM^TETERBORO^84436^L^1290.68
QTE^P40469^Jan  1 1900 12:00AM^TETERBORO^84436^L^597.74
QTE^P40471^Jan  1 1900 12:00AM^TETERBORO^82465^L^828.75
QTE^P40472^Jan  1 1900 12:00AM^TETERBORO^80061^L^1906.03
QTE^P40473^Jan  1 1900 12:00AM^TETERBORO^82652^L^1596.63
QTE^P40474^Jan  1 1900 12:00AM^TETERBORO^80074^L^2436.71
QTE^P40475^Jan  1 1900 12:00AM^TETERBORO^82306^L^625.58
QTE^P40478^Jan  1 1900 12:00AM^TETERBORO^85025^L^456.79
QTE^P40482^Jan  1 1900 12:00AM^TETERBORO^80061^L^1657.27
QTE^P40483^Jan  1 1900 12:00AM^TETERBORO^87491^L^1410.93
QTE^P40484^Jan  1 1900 12:00AM^TETERBORO^85730^L^692.49
QTE^P40486^Jan  1 1900 12:00AM^TETERBORO^80061^L^974.18
QTE^P40487^Jan  1 1900 12:00AM^TETERBORO^82652^L^1095.13
QTE^P40488^Jan  1 1900 12:00AM^TETERBORO^87086^L^721.69
QTE^P40490^Jan  1 1900 12:00AM^TETERBORO^85025^L^156.57
QTE^P40492^Jan  1 1900 12:00AM^TETERBORO^82977^L^32.00
QTE^P40493^Jan  1 1900 12:00AM^TETERBORO^84999^N^620.61
QTE^P40494^Jan  1 1900 12:00AM^TETERBORO^82306^L^2940.89
QTE^P40495^Jan  1 1900 12:00AM^TETERBORO^82728^L^683.99
QTE^P40496^Jan  1 1900 12:00AM^TETERBORO^86003^L^602.93
QTE^P405^Jan  1 1900 12:00AM^TETERBORO^84439^L^403.25
QTE^P40500^Jan  1 1900 12:00AM^TETERBORO^80061^L^3021.32
QTE^P40501^Jan  1 1900 12:00AM^TETERBORO^80061^L^718.96
QTE^P40502^Jan  1 1900 12:00AM^TETERBORO^80061^L^1234.80
QTE^P40503^Jan  1 1900 12:00AM^TETERBORO^84436^L^1064.75
QTE^P40504^Jan  1 1900 12:00AM^TETERBORO^87798^L^1662.66
QTE^P40505^Jan  1 1900 12:00AM^TETERBORO^84443^L^1257.10
QTE^P40506^Jan  1 1900 12:00AM^TETERBORO^86003^L^412.62
